year,event_time,post,occ_code,occ_title,tot_emp,a_mean,h_mean,wage_bill,log_wage,log_emp,log_wbill,annual_only,suppressed_wage,soc_remapped,balanced,dv_alpha,dv_beta,dv_gamma,human_alpha,human_beta,human_gamma,n_onet,prefix5,exposure_imputed,exposure_residual
2024,2,1,11-3131,Training and Development Managers,44960.0,140590.0,67.59,6320926400.0,11.853603132073951,10.713528484567572,22.567131616641525,0,False,0,1,0.0909090909090909,0.5,0.9090909090909092,0.0454545454545454,0.4772727272727273,0.9090909090909092,1.0,11-31,0,0
2019,-3,0,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",5060.0,80360.0,38.63,406621600.0,11.294271818928872,8.52912176228151,19.823393581210382,0,False,0,1,0.0408163265306122,0.3673469387755101,0.6938775510204082,0.1020408163265306,0.2448979591836734,0.3877551020408163,1.0,11-90,0,0
2020,-2,0,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",5670.0,76810.0,36.93,435512700.0,11.249090118992727,8.642944396721798,19.892034515714524,0,False,0,1,0.0408163265306122,0.3673469387755101,0.6938775510204082,0.1020408163265306,0.2448979591836734,0.3877551020408163,1.0,11-90,0,0
2021,-1,0,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",5220.0,78440.0,37.71,409456800.0,11.270089280310282,8.560252680876685,19.830341961186967,0,False,0,1,0.0408163265306122,0.3673469387755101,0.6938775510204082,0.1020408163265306,0.2448979591836734,0.3877551020408163,1.0,11-90,0,0
2022,0,0,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",6250.0,83790.0,40.29,523687500.0,11.336068947607332,8.740336742730447,20.07640569033778,0,False,0,1,0.0408163265306122,0.3673469387755101,0.6938775510204082,0.1020408163265306,0.2448979591836734,0.3877551020408163,1.0,11-90,0,0
2023,1,1,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",6150.0,90160.0,43.35,554484000.0,11.409341148713658,8.724207360800564,20.13354850951422,0,False,0,1,0.0408163265306122,0.3673469387755101,0.6938775510204082,0.1020408163265306,0.2448979591836734,0.3877551020408163,1.0,11-90,0,0
2024,2,1,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",5910.0,97240.0,46.75,574688400.0,11.48493742843006,8.684401110400144,20.169338538830203,0,False,0,1,0.0408163265306122,0.3673469387755101,0.6938775510204082,0.1020408163265306,0.2448979591836734,0.3877551020408163,1.0,11-90,0,0
2019,-3,0,11-9021,Construction Managers,293380.0,105000.0,50.48,30804900000.0,11.56171562913966,12.589223976041756,24.150939605181417,0,False,0,1,0.0444444444444444,0.4444444444444445,0.8444444444444444,0.2,0.4,0.6,1.0,11-90,0,0
2020,-2,0,11-9021,Construction Managers,285640.0,107260.0,51.57,30637746400.0,11.583011072536916,12.562487555663049,24.145498628199963,0,False,0,1,0.0444444444444444,0.4444444444444445,0.8444444444444444,0.2,0.4,0.6,1.0,11-90,0,0
2021,-1,0,11-9021,Construction Managers,284750.0,108210.0,52.02,30812797500.0,11.591829062565694,12.559366881309428,24.151195943875123,0,False,0,1,0.0444444444444444,0.4444444444444445,0.8444444444444444,0.2,0.4,0.6,1.0,11-90,0,0
2022,0,0,11-9021,Construction Managers,303220.0,112790.0,54.22,34200183800.0,11.633282961633965,12.622213893635571,24.255496855269534,0,False,0,1,0.0444444444444444,0.4444444444444445,0.8444444444444444,0.2,0.4,0.6,1.0,11-90,0,0
2023,1,1,11-9021,Construction Managers,329190.0,116960.0,56.23,38502062400.0,11.669587274983606,12.704390370652954,24.37397764563656,0,False,0,1,0.0444444444444444,0.4444444444444445,0.8444444444444444,0.2,0.4,0.6,1.0,11-90,0,0
2024,2,1,11-9021,Construction Managers,348330.0,119660.0,57.53,41681167800.0,11.692409666944023,12.760905585289162,24.453315252233185,0,False,0,1,0.0444444444444444,0.4444444444444445,0.8444444444444444,0.2,0.4,0.6,1.0,11-90,0,0
2019,-3,0,11-9031,"Education and Childcare Administrators, Preschool and Daycare",52360.0,53690.0,25.81,2811208400.0,10.890982043416615,10.865898220023835,21.75688026344045,0,False,0,1,0.0625,0.46875,0.875,0.28125,0.515625,0.75,1.0,11-90,0,0
2020,-2,0,11-9031,"Education and Childcare Administrators, Preschool and Daycare",46410.0,54940.0,26.41,2549765400.0,10.913996959649264,10.74527023223522,21.659267191884485,0,False,0,1,0.0625,0.46875,0.875,0.28125,0.515625,0.75,1.0,11-90,0,0
2021,-1,0,11-9031,"Education and Childcare Administrators, Preschool and Daycare",56430.0,53800.0,25.87,3035934000.0,10.893028746149875,10.940756210963183,21.83378495711306,0,False,0,1,0.0625,0.46875,0.875,0.28125,0.515625,0.75,1.0,11-90,0,0
2022,0,0,11-9031,"Education and Childcare Administrators, Preschool and Daycare",60010.0,57610.0,27.7,3457176100.0,10.961451442726428,11.00226649398356,21.963717936709987,0,False,0,1,0.0625,0.46875,0.875,0.28125,0.515625,0.75,1.0,11-90,0,0
2023,1,1,11-9031,"Education and Childcare Administrators, Preschool and Daycare",64090.0,61320.0,29.48,3929998800.0,11.023861332985753,11.068043624498271,22.091904957484022,0,False,0,1,0.0625,0.46875,0.875,0.28125,0.515625,0.75,1.0,11-90,0,0
2024,2,1,11-9031,"Education and Childcare Administrators, Preschool and Daycare",71620.0,62640.0,30.12,4486276800.0,11.045159330664683,11.179129643552423,22.22428897421711,0,False,0,1,0.0625,0.46875,0.875,0.28125,0.515625,0.75,1.0,11-90,0,0
2019,-3,0,11-9032,"Education Administrators, Kindergarten through Secondary",271020.0,100340.0,,27194146800.0,11.516319698038243,12.509947897876703,24.02626759591495,1,False,0,1,0.0181818181818181,0.4181818181818181,0.8181818181818181,0.2727272727272727,0.4545454545454545,0.6363636363636364,1.0,11-90,0,0
2020,-2,0,11-9032,"Education Administrators, Kindergarten through Secondary",262480.0,103010.0,,27038064800.0,11.54258134987774,12.477930167634984,24.020511517512723,1,False,0,1,0.0181818181818181,0.4181818181818181,0.8181818181818181,0.2727272727272727,0.4545454545454545,0.6363636363636364,1.0,11-90,0,0
2021,-1,0,11-9032,"Education Administrators, Kindergarten through Secondary",274710.0,102650.0,,28198981500.0,11.53908042244708,12.523471274769888,24.062551697216968,1,False,0,1,0.0181818181818181,0.4181818181818181,0.8181818181818181,0.2727272727272727,0.4545454545454545,0.6363636363636364,1.0,11-90,0,0
2022,0,0,11-9032,"Education Administrators, Kindergarten through Secondary",285910.0,106690.0,,30503737900.0,11.577682712185506,12.56343235496349,24.141115067149,1,False,0,1,0.0181818181818181,0.4181818181818181,0.8181818181818181,0.2727272727272727,0.4545454545454545,0.6363636363636364,1.0,11-90,0,0
2023,1,1,11-9032,"Education Administrators, Kindergarten through Secondary",302580.0,111020.0,,33592431600.0,11.617465644244152,12.620100984298826,24.23756662854298,1,False,0,1,0.0181818181818181,0.4181818181818181,0.8181818181818181,0.2727272727272727,0.4545454545454545,0.6363636363636364,1.0,11-90,0,0
2024,2,1,11-9032,"Education Administrators, Kindergarten through Secondary",319630.0,113360.0,,36233256800.0,11.638323874364565,12.674919355803162,24.313243230167725,1,False,0,1,0.0181818181818181,0.4181818181818181,0.8181818181818181,0.2727272727272727,0.4545454545454545,0.6363636363636364,1.0,11-90,0,0
2019,-3,0,11-9033,"Education Administrators, Postsecondary",144880.0,112400.0,54.04,16284512000.0,11.629819216441728,11.883661092557295,23.51348030899902,0,False,0,1,0.024390243902439,0.4390243902439024,0.8536585365853658,0.3414634146341463,0.475609756097561,0.6097560975609756,1.0,11-90,0,0
2020,-2,0,11-9033,"Education Administrators, Postsecondary",140880.0,115200.0,55.38,16229376000.0,11.654425027243928,11.855663743170089,23.510088770414015,0,False,0,1,0.024390243902439,0.4390243902439024,0.8536585365853658,0.3414634146341463,0.475609756097561,0.6097560975609756,1.0,11-90,0,0
2021,-1,0,11-9033,"Education Administrators, Postsecondary",155990.0,111260.0,53.49,17355447400.0,11.619625083629284,11.957547181612917,23.577172265242197,0,False,0,1,0.024390243902439,0.4390243902439024,0.8536585365853658,0.3414634146341463,0.475609756097561,0.6097560975609756,1.0,11-90,0,0
2022,0,0,11-9033,"Education Administrators, Postsecondary",167060.0,115180.0,55.38,19241970800.0,11.654251401060664,12.026108308309896,23.68035970937056,0,False,0,1,0.024390243902439,0.4390243902439024,0.8536585365853658,0.3414634146341463,0.475609756097561,0.6097560975609756,1.0,11-90,0,0
2023,1,1,11-9033,"Education Administrators, Postsecondary",167270.0,122010.0,58.66,20408612700.0,11.71185828756938,12.027364552306054,23.739222839875435,0,False,0,1,0.024390243902439,0.4390243902439024,0.8536585365853658,0.3414634146341463,0.475609756097561,0.6097560975609756,1.0,11-90,0,0
2024,2,1,11-9033,"Education Administrators, Postsecondary",176420.0,124450.0,59.83,21955469000.0,11.731659307795738,12.080622794812758,23.812282102608496,0,False,0,1,0.024390243902439,0.4390243902439024,0.8536585365853658,0.3414634146341463,0.475609756097561,0.6097560975609756,1.0,11-90,0,0
2019,-3,0,11-9039,"Education Administrators, All Other",44550.0,92150.0,44.3,4105282500.0,11.43117296309797,10.704367432898955,22.135540395996923,0,False,0,1,0.08480352318599134,0.43800174231164946,0.7911999614373075,0.2202993926048198,0.4065381521932149,0.59277691178161,10.0,,1,1
2020,-2,0,11-9039,"Education Administrators, All Other",43580.0,93830.0,45.11,4089111400.0,11.449239913284096,10.68235360849861,22.131593521782705,0,False,0,1,0.08480352318599134,0.43800174231164946,0.7911999614373075,0.2202993926048198,0.4065381521932149,0.59277691178161,10.0,,1,1
2021,-1,0,11-9039,"Education Administrators, All Other",49970.0,94730.0,45.54,4733658100.0,11.45878601886958,10.819178104338253,22.27796412320783,0,False,0,1,0.08480352318599134,0.43800174231164946,0.7911999614373075,0.2202993926048198,0.4065381521932149,0.59277691178161,10.0,,1,1
2022,0,0,11-9039,"Education Administrators, All Other",50180.0,99820.0,47.99,5008967600.0,11.5111238430236,10.823371819920414,22.334495662944015,0,False,0,1,0.08480352318599134,0.43800174231164946,0.7911999614373075,0.2202993926048198,0.4065381521932149,0.59277691178161,10.0,,1,1
2023,1,1,11-9039,"Education Administrators, All Other",50690.0,100720.0,48.42,5105496800.0,11.52009966871823,10.833483931466397,22.353583600184624,0,False,0,1,0.08480352318599134,0.43800174231164946,0.7911999614373075,0.2202993926048198,0.4065381521932149,0.59277691178161,10.0,,1,1
2024,2,1,11-9039,"Education Administrators, All Other",53330.0,99460.0,47.82,5304201800.0,11.50751083226873,10.884254303594648,22.391765135863377,0,False,0,1,0.08480352318599134,0.43800174231164946,0.7911999614373075,0.2202993926048198,0.4065381521932149,0.59277691178161,10.0,,1,1
2019,-3,0,11-9041,Architectural and Engineering Managers,194250.0,152930.0,73.52,29706652500.0,11.937735579342167,12.176901268229894,24.11463684757206,0,False,0,1,0.05172413793103445,0.4426108374384236,0.8334975369458129,0.0571428571428571,0.3307881773399014,0.6044334975369459,2.0,11-90,0,0
2020,-2,0,11-9041,Architectural and Engineering Managers,195900.0,158100.0,76.01,30971790000.0,11.970983023197563,12.185359603932632,24.156342627130197,0,False,0,1,0.05172413793103445,0.4426108374384236,0.8334975369458129,0.0571428571428571,0.3307881773399014,0.6044334975369459,2.0,11-90,0,0
2021,-1,0,11-9041,Architectural and Engineering Managers,187100.0,158970.0,76.43,29743287000.0,11.976470784154918,12.13939851226218,24.1158692964171,0,False,0,1,0.05172413793103445,0.4426108374384236,0.8334975369458129,0.0571428571428571,0.3307881773399014,0.6044334975369459,2.0,11-90,0,0
2022,0,0,11-9041,Architectural and Engineering Managers,197180.0,163310.0,78.52,32201465800.0,12.003405514070788,12.191872296129032,24.195277810199823,0,False,0,1,0.05172413793103445,0.4426108374384236,0.8334975369458129,0.0571428571428571,0.3307881773399014,0.6044334975369459,2.0,11-90,0,0
2023,1,1,11-9041,Architectural and Engineering Managers,207800.0,172290.0,82.83,35801862000.0,12.056934382526451,12.244331357647264,24.301265740173715,0,False,0,1,0.05172413793103445,0.4426108374384236,0.8334975369458129,0.0571428571428571,0.3307881773399014,0.6044334975369459,2.0,11-90,0,0
2024,2,1,11-9041,Architectural and Engineering Managers,210340.0,175710.0,84.48,36958841400.0,12.076590187751938,12.25648054807402,24.333070735825956,0,False,0,1,0.05172413793103445,0.4426108374384236,0.8334975369458129,0.0571428571428571,0.3307881773399014,0.6044334975369459,2.0,11-90,0,0
2019,-3,0,11-9051,Food Service Managers,235470.0,59820.0,28.76,14085815400.0,10.99909533218394,12.36933879578897,23.368434127972908,0,False,0,1,0.0625,0.4166666666666666,0.7708333333333333,0.1875,0.3958333333333333,0.6041666666666666,1.0,11-90,0,0
2020,-2,0,11-9051,Food Service Managers,197010.0,61000.0,29.33,12017610000.0,11.018629143155447,12.191009767853128,23.209638911008575,0,False,0,1,0.0625,0.4166666666666666,0.7708333333333333,0.1875,0.3958333333333333,0.6041666666666666,1.0,11-90,0,0
2021,-1,0,11-9051,Food Service Managers,210680.0,63970.0,30.75,13477199600.0,11.066169502444184,12.258095673597326,23.324265176041507,0,False,0,1,0.0625,0.4166666666666666,0.7708333333333333,0.1875,0.3958333333333333,0.6041666666666666,1.0,11-90,0,0
2022,0,0,11-9051,Food Service Managers,231100.0,67130.0,32.27,15513743000.0,11.114386316932798,12.350605796262473,23.46499211319527,0,False,0,1,0.0625,0.4166666666666666,0.7708333333333333,0.1875,0.3958333333333333,0.6041666666666666,1.0,11-90,0,0
2023,1,1,11-9051,Food Service Managers,246070.0,69580.0,33.45,17121550600.0,11.150232448705934,12.413371327282546,23.56360377598848,0,False,0,1,0.0625,0.4166666666666666,0.7708333333333333,0.1875,0.3958333333333333,0.6041666666666666,1.0,11-90,0,0
2024,2,1,11-9051,Food Service Managers,244230.0,72370.0,34.79,17674925100.0,11.189547127860171,12.405865683236131,23.595412811096303,0,False,0,1,0.0625,0.4166666666666666,0.7708333333333333,0.1875,0.3958333333333333,0.6041666666666666,1.0,11-90,0,0
2019,-3,0,11-9071,Gambling Managers,4450.0,84700.0,40.72,376915000.0,11.346870880640148,8.400659375160286,19.74753025580043,0,False,0,1,0.3235294117647059,0.5735294117647058,0.8235294117647058,0.2647058823529412,0.4852941176470588,0.7058823529411764,1.0,11-90,0,0
2020,-2,0,11-9071,Gambling Managers,3240.0,85440.0,41.08,276825600.0,11.355569654194024,8.083328608786376,19.4388982629804,0,False,0,1,0.3235294117647059,0.5735294117647058,0.8235294117647058,0.2647058823529412,0.4852941176470588,0.7058823529411764,1.0,11-90,0,0
2021,-1,0,11-9071,Gambling Managers,3660.0,89190.0,42.88,326435400.0,11.398524204660252,8.205218426395412,19.603742631055663,0,False,0,1,0.3235294117647059,0.5735294117647058,0.8235294117647058,0.2647058823529412,0.4852941176470588,0.7058823529411764,1.0,11-90,0,0
2022,0,0,11-9071,Gambling Managers,4800.0,95830.0,46.07,459984000.0,11.470331067337808,8.476371196895983,19.94670226423379,0,False,0,1,0.3235294117647059,0.5735294117647058,0.8235294117647058,0.2647058823529412,0.4852941176470588,0.7058823529411764,1.0,11-90,0,0
2023,1,1,11-9071,Gambling Managers,4590.0,98270.0,47.24,451059300.0,11.495474071356472,8.431635303054591,19.927109374411064,0,False,0,1,0.3235294117647059,0.5735294117647058,0.8235294117647058,0.2647058823529412,0.4852941176470588,0.7058823529411764,1.0,11-90,0,0
2024,2,1,11-9071,Gambling Managers,4620.0,102480.0,49.27,473457600.0,11.537422936570616,8.438149984075784,19.9755729206464,0,False,0,1,0.3235294117647059,0.5735294117647058,0.8235294117647058,0.2647058823529412,0.4852941176470588,0.7058823529411764,1.0,11-90,0,0
2021,-1,0,11-9072,"Entertainment and Recreation Managers, Except Gambling",17800.0,73810.0,35.48,1313818000.0,11.2092495027641,9.786953736280177,20.996203239044274,0,False,0,0,0.1764705882352941,0.3529411764705882,0.5294117647058824,0.2352941176470588,0.3823529411764705,0.5294117647058824,1.0,11-90,0,0
2022,0,0,11-9072,"Entertainment and Recreation Managers, Except Gambling",22950.0,79750.0,38.34,1830262500.0,11.286652020647091,10.04107321548869,21.327725236135784,0,False,0,0,0.1764705882352941,0.3529411764705882,0.5294117647058824,0.2352941176470588,0.3823529411764705,0.5294117647058824,1.0,11-90,0,0
2023,1,1,11-9072,"Entertainment and Recreation Managers, Except Gambling",29690.0,84080.0,40.42,2496335200.0,11.339524005550834,10.298565567757803,21.638089573308637,0,False,0,0,0.1764705882352941,0.3529411764705882,0.5294117647058824,0.2352941176470588,0.3823529411764705,0.5294117647058824,1.0,11-90,0,0
2024,2,1,11-9072,"Entertainment and Recreation Managers, Except Gambling",36700.0,87060.0,41.86,3195102000.0,11.374352815106288,10.510532034042662,21.88488484914895,0,False,0,0,0.1764705882352941,0.3529411764705882,0.5294117647058824,0.2352941176470588,0.3823529411764705,0.5294117647058824,1.0,11-90,0,0
2019,-3,0,11-9081,Lodging Managers,38340.0,63570.0,30.56,2437273800.0,11.059896939930454,10.554249016599636,21.61414595653009,0,False,0,1,0.0434782608695652,0.4565217391304347,0.8695652173913043,0.2608695652173913,0.3804347826086956,0.5,1.0,11-90,0,0
2020,-2,0,11-9081,Lodging Managers,31790.0,65270.0,31.38,2074933300.0,11.086287791629264,10.366907053904848,21.45319484553411,0,False,0,1,0.0434782608695652,0.4565217391304347,0.8695652173913043,0.2608695652173913,0.3804347826086956,0.5,1.0,11-90,0,0
2021,-1,0,11-9081,Lodging Managers,35920.0,67770.0,32.58,2434298400.0,11.12387489813016,10.489049522416137,21.612924420546296,0,False,0,1,0.0434782608695652,0.4565217391304347,0.8695652173913043,0.2608695652173913,0.3804347826086956,0.5,1.0,11-90,0,0
2022,0,0,11-9081,Lodging Managers,39870.0,73230.0,35.21,2919680100.0,11.201360452055116,10.5933794403754,21.794739892430517,0,False,0,1,0.0434782608695652,0.4565217391304347,0.8695652173913043,0.2608695652173913,0.3804347826086956,0.5,1.0,11-90,0,0
2023,1,1,11-9081,Lodging Managers,41980.0,76790.0,36.92,3223644200.0,11.248829702324588,10.644948593374624,21.893778295699217,0,False,0,1,0.0434782608695652,0.4565217391304347,0.8695652173913043,0.2608695652173913,0.3804347826086956,0.5,1.0,11-90,0,0
2024,2,1,11-9081,Lodging Managers,41350.0,77460.0,37.24,3202971000.0,11.257516953068745,10.629827700451838,21.887344653520582,0,False,0,1,0.0434782608695652,0.4565217391304347,0.8695652173913043,0.2608695652173913,0.3804347826086956,0.5,1.0,11-90,0,0
2019,-3,0,11-9111,Medical and Health Services Managers,394910.0,115160.0,55.37,45477835600.0,11.654077744726113,12.88641316982067,24.540490914546783,0,False,0,1,0.0,0.4285714285714285,0.8571428571428571,0.1142857142857142,0.3714285714285714,0.6285714285714286,1.0,11-91,0,0
2020,-2,0,11-9111,Medical and Health Services Managers,402540.0,118800.0,57.12,47821752000.0,11.685196685910682,12.905549749784988,24.59074643569567,0,False,0,1,0.0,0.4285714285714285,0.8571428571428571,0.1142857142857142,0.3714285714285714,0.6285714285714286,1.0,11-91,0,0
2021,-1,0,11-9111,Medical and Health Services Managers,436770.0,119840.0,57.61,52342516800.0,11.693912798751048,12.98716201973548,24.68107481848653,0,False,0,1,0.0,0.4285714285714285,0.8571428571428571,0.1142857142857142,0.3714285714285714,0.6285714285714286,1.0,11-91,0,0
